Date,Team1,Team1Score,Team1Country,Team2,Team2Score,Team2Country,Map,MapShort,Event,Winner,MatchURL
20/06/25,FURIA,8,Brazil,paiN,13,Brazil,Anubis,anb,BLAST.tv Austin Major 2025,paiN,https://www.hltv.org/stats/matches/mapstatsid/201856/furia-vs-pain?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
20/06/25,FURIA,13,Brazil,paiN,6,Brazil,Nuke,nuke,BLAST.tv Austin Major 2025,FURIA,https://www.hltv.org/stats/matches/mapstatsid/201855/furia-vs-pain?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
19/06/25,Spirit,10,Russia,MOUZ,13,Europe,Nuke,nuke,BLAST.tv Austin Major 2025,MOUZ,https://www.hltv.org/stats/matches/mapstatsid/201852/spirit-vs-mouz?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
19/06/25,MOUZ,13,Europe,Spirit,9,Russia,Dust2,d2,BLAST.tv Austin Major 2025,MOUZ,https://www.hltv.org/stats/matches/mapstatsid/201850/mouz-vs-spirit?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
19/06/25,Spirit,25,Russia,MOUZ,21,Europe,Mirage,mrg,BLAST.tv Austin Major 2025,Spirit,https://www.hltv.org/stats/matches/mapstatsid/201844/spirit-vs-mouz?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
15/06/25,Legacy,10,Brazil,MOUZ,13,Europe,Nuke,nuke,BLAST.tv Austin Major 2025,MOUZ,https://www.hltv.org/stats/matches/mapstatsid/201628/legacy-vs-mouz?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
15/06/25,MOUZ,13,Europe,Legacy,11,Brazil,Inferno,inf,BLAST.tv Austin Major 2025,MOUZ,https://www.hltv.org/stats/matches/mapstatsid/201618/mouz-vs-legacy?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
15/06/25,Legacy,13,Brazil,MOUZ,4,Europe,Ancient,anc,BLAST.tv Austin Major 2025,Legacy,https://www.hltv.org/stats/matches/mapstatsid/201609/legacy-vs-mouz?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
14/06/25,Vitality,13,Europe,Virtus.pro,6,Russia,Dust2,d2,BLAST.tv Austin Major 2025,Vitality,https://www.hltv.org/stats/matches/mapstatsid/201553/vitality-vs-virtuspro?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
14/06/25,Virtus.pro,6,Russia,Vitality,13,Europe,Train,trn,BLAST.tv Austin Major 2025,Vitality,https://www.hltv.org/stats/matches/mapstatsid/201548/virtuspro-vs-vitality?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
14/06/25,Aurora,6,Turkey,MOUZ,13,Europe,Mirage,mrg,BLAST.tv Austin Major 2025,MOUZ,https://www.hltv.org/stats/matches/mapstatsid/201543/aurora-vs-mouz?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
14/06/25,MOUZ,11,Europe,Aurora,13,Turkey,Inferno,inf,BLAST.tv Austin Major 2025,Aurora,https://www.hltv.org/stats/matches/mapstatsid/201535/mouz-vs-aurora?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
14/06/25,Aurora,10,Turkey,MOUZ,13,Europe,Train,trn,BLAST.tv Austin Major 2025,MOUZ,https://www.hltv.org/stats/matches/mapstatsid/201524/aurora-vs-mouz?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
13/06/25,MOUZ,22,Europe,Liquid,19,Other,Mirage,mrg,BLAST.tv Austin Major 2025,MOUZ,https://www.hltv.org/stats/matches/mapstatsid/201422/mouz-vs-liquid?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
13/06/25,Liquid,13,Other,MOUZ,4,Europe,Nuke,nuke,BLAST.tv Austin Major 2025,Liquid,https://www.hltv.org/stats/matches/mapstatsid/201406/liquid-vs-mouz?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
13/06/25,MOUZ,13,Europe,Liquid,8,Other,Dust2,d2,BLAST.tv Austin Major 2025,MOUZ,https://www.hltv.org/stats/matches/mapstatsid/201394/mouz-vs-liquid?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
13/06/25,Virtus.pro,5,Russia,FURIA,13,Brazil,Train,trn,BLAST.tv Austin Major 2025,FURIA,https://www.hltv.org/stats/matches/mapstatsid/201388/virtuspro-vs-furia?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
13/06/25,FURIA,13,Brazil,Virtus.pro,3,Russia,Mirage,mrg,BLAST.tv Austin Major 2025,FURIA,https://www.hltv.org/stats/matches/mapstatsid/201381/furia-vs-virtuspro?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
13/06/25,Spirit,13,Russia,Natus Vincere,3,Europe,Train,trn,BLAST.tv Austin Major 2025,Spirit,https://www.hltv.org/stats/matches/mapstatsid/201389/spirit-vs-natus-vincere?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
13/06/25,Spirit,13,Russia,Natus Vincere,11,Europe,Anubis,anb,BLAST.tv Austin Major 2025,Spirit,https://www.hltv.org/stats/matches/mapstatsid/201382/spirit-vs-natus-vincere?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
13/06/25,Vitality,13,Europe,3DMAX,2,France,Nuke,nuke,BLAST.tv Austin Major 2025,Vitality,https://www.hltv.org/stats/matches/mapstatsid/201373/vitality-vs-3dmax?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
13/06/25,Vitality,13,Europe,Nemiga,6,Russia,Dust2,d2,BLAST.tv Austin Major 2025,Vitality,https://www.hltv.org/stats/matches/mapstatsid/201340/vitality-vs-nemiga?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
12/06/25,MOUZ,10,Europe,FaZe,13,Europe,Ancient,anc,BLAST.tv Austin Major 2025,FaZe,https://www.hltv.org/stats/matches/mapstatsid/201341/mouz-vs-faze?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
12/06/25,Lynn Vision,7,China,Spirit,13,Russia,Dust2,d2,BLAST.tv Austin Major 2025,Spirit,https://www.hltv.org/stats/matches/mapstatsid/201337/lynn-vision-vs-spirit?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
12/06/25,Aurora,7,Turkey,FURIA,13,Brazil,Dust2,d2,BLAST.tv Austin Major 2025,FURIA,https://www.hltv.org/stats/matches/mapstatsid/201335/aurora-vs-furia?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
12/06/25,The MongolZ,11,Mongolia,FURIA,13,Brazil,Inferno,inf,BLAST.tv Austin Major 2025,FURIA,https://www.hltv.org/stats/matches/mapstatsid/201327/the-mongolz-vs-furia?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
12/06/25,paiN,3,Brazil,Spirit,13,Russia,Dust2,d2,BLAST.tv Austin Major 2025,Spirit,https://www.hltv.org/stats/matches/mapstatsid/201320/pain-vs-spirit?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
12/06/25,MOUZ,11,Europe,Virtus.pro,13,Russia,Mirage,mrg,BLAST.tv Austin Major 2025,Virtus.pro,https://www.hltv.org/stats/matches/mapstatsid/201318/mouz-vs-virtuspro?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
12/06/25,Vitality,3,Europe,Legacy,13,Brazil,Inferno,inf,BLAST.tv Austin Major 2025,Legacy,https://www.hltv.org/stats/matches/mapstatsid/201317/vitality-vs-legacy?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
25/05/25,MOUZ,8,Europe,Vitality,13,Europe,Inferno,inf,IEM Dallas 2025,Vitality,https://www.hltv.org/stats/matches/mapstatsid/200379/mouz-vs-vitality?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
25/05/25,Vitality,13,Europe,MOUZ,9,Europe,Mirage,mrg,IEM Dallas 2025,Vitality,https://www.hltv.org/stats/matches/mapstatsid/200377/vitality-vs-mouz?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
25/05/25,MOUZ,11,Europe,Vitality,13,Europe,Dust2,d2,IEM Dallas 2025,Vitality,https://www.hltv.org/stats/matches/mapstatsid/200375/mouz-vs-vitality?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
24/05/25,Vitality,13,Europe,Falcons,11,Europe,Inferno,inf,IEM Dallas 2025,Vitality,https://www.hltv.org/stats/matches/mapstatsid/200340/vitality-vs-falcons?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
24/05/25,Falcons,13,Europe,Vitality,6,Europe,Train,trn,IEM Dallas 2025,Falcons,https://www.hltv.org/stats/matches/mapstatsid/200338/falcons-vs-vitality?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
24/05/25,Vitality,13,Europe,Falcons,7,Europe,Dust2,d2,IEM Dallas 2025,Vitality,https://www.hltv.org/stats/matches/mapstatsid/200337/vitality-vs-falcons?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
24/05/25,The MongolZ,11,Mongolia,MOUZ,13,Europe,Nuke,nuke,IEM Dallas 2025,MOUZ,https://www.hltv.org/stats/matches/mapstatsid/200332/the-mongolz-vs-mouz?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
24/05/25,MOUZ,13,Europe,The MongolZ,11,Mongolia,Inferno,inf,IEM Dallas 2025,MOUZ,https://www.hltv.org/stats/matches/mapstatsid/200327/mouz-vs-the-mongolz?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
23/05/25,Falcons,13,Europe,GamerLegion,8,Europe,Inferno,inf,IEM Dallas 2025,Falcons,https://www.hltv.org/stats/matches/mapstatsid/200293/falcons-vs-gamerlegion?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
23/05/25,GamerLegion,13,Europe,Falcons,9,Europe,Nuke,nuke,IEM Dallas 2025,GamerLegion,https://www.hltv.org/stats/matches/mapstatsid/200290/gamerlegion-vs-falcons?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
23/05/25,Falcons,13,Europe,GamerLegion,8,Europe,Ancient,anc,IEM Dallas 2025,Falcons,https://www.hltv.org/stats/matches/mapstatsid/200286/falcons-vs-gamerlegion?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
22/05/25,Vitality,13,Europe,The MongolZ,11,Mongolia,Mirage,mrg,IEM Dallas 2025,Vitality,https://www.hltv.org/stats/matches/mapstatsid/200182/vitality-vs-the-mongolz?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
22/05/25,The MongolZ,13,Mongolia,Vitality,7,Europe,Nuke,nuke,IEM Dallas 2025,The MongolZ,https://www.hltv.org/stats/matches/mapstatsid/200180/the-mongolz-vs-vitality?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
22/05/25,Vitality,13,Europe,The MongolZ,10,Mongolia,Inferno,inf,IEM Dallas 2025,Vitality,https://www.hltv.org/stats/matches/mapstatsid/200178/vitality-vs-the-mongolz?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
21/05/25,Falcons,12,Europe,MOUZ,16,Europe,Mirage,mrg,IEM Dallas 2025,MOUZ,https://www.hltv.org/stats/matches/mapstatsid/200175/falcons-vs-mouz?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
21/05/25,MOUZ,13,Europe,Falcons,4,Europe,Dust2,d2,IEM Dallas 2025,MOUZ,https://www.hltv.org/stats/matches/mapstatsid/200173/mouz-vs-falcons?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
21/05/25,FURIA,8,Brazil,GamerLegion,13,Europe,Nuke,nuke,IEM Dallas 2025,GamerLegion,https://www.hltv.org/stats/matches/mapstatsid/200170/furia-vs-gamerlegion?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
21/05/25,FURIA,13,Brazil,GamerLegion,6,Europe,Mirage,mrg,IEM Dallas 2025,FURIA,https://www.hltv.org/stats/matches/mapstatsid/200165/furia-vs-gamerlegion?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
21/05/25,GamerLegion,13,Europe,FURIA,9,Brazil,Train,trn,IEM Dallas 2025,GamerLegion,https://www.hltv.org/stats/matches/mapstatsid/200162/gamerlegion-vs-furia?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
21/05/25,FURIA,13,Brazil,Lynn Vision,6,China,Anubis,anb,IEM Dallas 2025,FURIA,https://www.hltv.org/stats/matches/mapstatsid/200114/furia-vs-lynn-vision?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
21/05/25,Lynn Vision,10,China,FURIA,13,Brazil,Dust2,d2,IEM Dallas 2025,FURIA,https://www.hltv.org/stats/matches/mapstatsid/200112/lynn-vision-vs-furia?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
20/05/25,HEROIC,3,Europe,Falcons,13,Europe,Dust2,d2,IEM Dallas 2025,Falcons,https://www.hltv.org/stats/matches/mapstatsid/200111/heroic-vs-falcons?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
20/05/25,HEROIC,16,Europe,Falcons,13,Europe,Nuke,nuke,IEM Dallas 2025,HEROIC,https://www.hltv.org/stats/matches/mapstatsid/200108/heroic-vs-falcons?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
20/05/25,Falcons,13,Europe,HEROIC,9,Europe,Ancient,anc,IEM Dallas 2025,Falcons,https://www.hltv.org/stats/matches/mapstatsid/200106/falcons-vs-heroic?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
20/05/25,GamerLegion,10,Europe,Vitality,13,Europe,Nuke,nuke,IEM Dallas 2025,Vitality,https://www.hltv.org/stats/matches/mapstatsid/200105/gamerlegion-vs-vitality?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
20/05/25,Vitality,13,Europe,GamerLegion,9,Europe,Mirage,mrg,IEM Dallas 2025,Vitality,https://www.hltv.org/stats/matches/mapstatsid/200103/vitality-vs-gamerlegion?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
20/05/25,Liquid,2,Other,MOUZ,13,Europe,Train,trn,IEM Dallas 2025,MOUZ,https://www.hltv.org/stats/matches/mapstatsid/200097/liquid-vs-mouz?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
20/05/25,MOUZ,13,Europe,Liquid,8,Other,Inferno,inf,IEM Dallas 2025,MOUZ,https://www.hltv.org/stats/matches/mapstatsid/200093/mouz-vs-liquid?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
20/05/25,FURIA,7,Brazil,The MongolZ,13,Mongolia,Mirage,mrg,IEM Dallas 2025,The MongolZ,https://www.hltv.org/stats/matches/mapstatsid/200039/furia-vs-the-mongolz?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
20/05/25,FURIA,7,Brazil,The MongolZ,13,Mongolia,Anubis,anb,IEM Dallas 2025,The MongolZ,https://www.hltv.org/stats/matches/mapstatsid/200037/furia-vs-the-mongolz?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
19/05/25,NRG,5,United States,Falcons,13,Europe,Nuke,nuke,IEM Dallas 2025,Falcons,https://www.hltv.org/stats/matches/mapstatsid/200035/nrg-vs-falcons?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
19/05/25,Falcons,13,Europe,NRG,6,United States,Train,trn,IEM Dallas 2025,Falcons,https://www.hltv.org/stats/matches/mapstatsid/200033/falcons-vs-nrg?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
19/05/25,BC.Game,9,Europe,MOUZ,13,Europe,Mirage,mrg,IEM Dallas 2025,MOUZ,https://www.hltv.org/stats/matches/mapstatsid/200031/bcgame-vs-mouz?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
19/05/25,MOUZ,13,Europe,BC.Game,9,Europe,Dust2,d2,IEM Dallas 2025,MOUZ,https://www.hltv.org/stats/matches/mapstatsid/200028/mouz-vs-bcgame?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
19/05/25,Legacy,11,Brazil,Vitality,13,Europe,Dust2,d2,IEM Dallas 2025,Vitality,https://www.hltv.org/stats/matches/mapstatsid/200029/legacy-vs-vitality?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
19/05/25,Vitality,13,Europe,Legacy,5,Brazil,Inferno,inf,IEM Dallas 2025,Vitality,https://www.hltv.org/stats/matches/mapstatsid/200022/vitality-vs-legacy?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
18/05/25,Spirit,16,Russia,Astralis,13,Denmark,Train,trn,PGL Astana 2025,Spirit,https://www.hltv.org/stats/matches/mapstatsid/199954/spirit-vs-astralis?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
18/05/25,Astralis,13,Denmark,Spirit,5,Russia,Mirage,mrg,PGL Astana 2025,Astralis,https://www.hltv.org/stats/matches/mapstatsid/199948/astralis-vs-spirit?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
18/05/25,Spirit,13,Russia,Astralis,10,Denmark,Nuke,nuke,PGL Astana 2025,Spirit,https://www.hltv.org/stats/matches/mapstatsid/199946/spirit-vs-astralis?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
18/05/25,Astralis,5,Denmark,Spirit,13,Russia,Dust2,d2,PGL Astana 2025,Spirit,https://www.hltv.org/stats/matches/mapstatsid/199941/astralis-vs-spirit?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
18/05/25,Aurora,13,Turkey,FURIA,6,Brazil,Dust2,d2,PGL Astana 2025,Aurora,https://www.hltv.org/stats/matches/mapstatsid/199932/aurora-vs-furia?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
18/05/25,Aurora,13,Turkey,FURIA,6,Brazil,Inferno,inf,PGL Astana 2025,Aurora,https://www.hltv.org/stats/matches/mapstatsid/199929/aurora-vs-furia?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
18/05/25,Aurora,10,Turkey,FURIA,13,Brazil,Anubis,anb,PGL Astana 2025,FURIA,https://www.hltv.org/stats/matches/mapstatsid/199926/aurora-vs-furia?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
17/05/25,Spirit,13,Russia,FURIA,7,Brazil,Mirage,mrg,PGL Astana 2025,Spirit,https://www.hltv.org/stats/matches/mapstatsid/199902/spirit-vs-furia?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
17/05/25,FURIA,9,Brazil,Spirit,13,Russia,Nuke,nuke,PGL Astana 2025,Spirit,https://www.hltv.org/stats/matches/mapstatsid/199896/furia-vs-spirit?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
17/05/25,Spirit,7,Russia,FURIA,13,Brazil,Train,trn,PGL Astana 2025,FURIA,https://www.hltv.org/stats/matches/mapstatsid/199891/spirit-vs-furia?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
16/05/25,Ninjas in Pyjamas,11,Europe,Spirit,13,Russia,Dust2,d2,PGL Astana 2025,Spirit,https://www.hltv.org/stats/matches/mapstatsid/199839/ninjas-in-pyjamas-vs-spirit?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
16/05/25,Spirit,13,Russia,Ninjas in Pyjamas,8,Europe,Train,trn,PGL Astana 2025,Spirit,https://www.hltv.org/stats/matches/mapstatsid/199833/spirit-vs-ninjas-in-pyjamas?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
16/05/25,MIBR,2,Brazil,FURIA,13,Brazil,Train,trn,PGL Astana 2025,FURIA,https://www.hltv.org/stats/matches/mapstatsid/199827/mibr-vs-furia?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
16/05/25,FURIA,16,Brazil,MIBR,13,Brazil,Nuke,nuke,PGL Astana 2025,FURIA,https://www.hltv.org/stats/matches/mapstatsid/199823/furia-vs-mibr?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
13/05/25,ODDIK,6,Brazil,FURIA,13,Brazil,Train,trn,PGL Astana 2025,FURIA,https://www.hltv.org/stats/matches/mapstatsid/199554/oddik-vs-furia?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
13/05/25,ODDIK,7,Brazil,FURIA,13,Brazil,Anubis,anb,PGL Astana 2025,FURIA,https://www.hltv.org/stats/matches/mapstatsid/199552/oddik-vs-furia?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
12/05/25,Spirit,13,Russia,Astralis,5,Denmark,Ancient,anc,PGL Astana 2025,Spirit,https://www.hltv.org/stats/matches/mapstatsid/199520/spirit-vs-astralis?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
12/05/25,Astralis,7,Denmark,Spirit,13,Russia,Dust2,d2,PGL Astana 2025,Spirit,https://www.hltv.org/stats/matches/mapstatsid/199513/astralis-vs-spirit?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
12/05/25,FURIA,13,Brazil,MIBR,8,Brazil,Inferno,inf,PGL Astana 2025,FURIA,https://www.hltv.org/stats/matches/mapstatsid/199477/furia-vs-mibr?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
12/05/25,FURIA,11,Brazil,MIBR,13,Brazil,Anubis,anb,PGL Astana 2025,MIBR,https://www.hltv.org/stats/matches/mapstatsid/199475/furia-vs-mibr?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
12/05/25,FURIA,13,Brazil,MIBR,4,Brazil,Train,trn,PGL Astana 2025,FURIA,https://www.hltv.org/stats/matches/mapstatsid/199472/furia-vs-mibr?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
11/05/25,Ninjas in Pyjamas,4,Europe,Spirit,13,Russia,Dust2,d2,PGL Astana 2025,Spirit,https://www.hltv.org/stats/matches/mapstatsid/199427/ninjas-in-pyjamas-vs-spirit?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
11/05/25,Spirit,16,Russia,Ninjas in Pyjamas,13,Europe,Train,trn,PGL Astana 2025,Spirit,https://www.hltv.org/stats/matches/mapstatsid/199421/spirit-vs-ninjas-in-pyjamas?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
11/05/25,GamerLegion,9,Europe,FURIA,13,Brazil,Nuke,nuke,PGL Astana 2025,FURIA,https://www.hltv.org/stats/matches/mapstatsid/199415/gamerlegion-vs-furia?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
11/05/25,FURIA,7,Brazil,GamerLegion,13,Europe,Mirage,mrg,PGL Astana 2025,GamerLegion,https://www.hltv.org/stats/matches/mapstatsid/199412/furia-vs-gamerlegion?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
11/05/25,FURIA,13,Brazil,GamerLegion,9,Europe,Anubis,anb,PGL Astana 2025,FURIA,https://www.hltv.org/stats/matches/mapstatsid/199407/furia-vs-gamerlegion?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
10/05/25,GamerLegion,11,Europe,Spirit,13,Russia,Nuke,nuke,PGL Astana 2025,Spirit,https://www.hltv.org/stats/matches/mapstatsid/199367/gamerlegion-vs-spirit?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
10/05/25,Spirit,13,Russia,GamerLegion,11,Europe,Mirage,mrg,PGL Astana 2025,Spirit,https://www.hltv.org/stats/matches/mapstatsid/199359/spirit-vs-gamerlegion?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
10/05/25,FURIA,9,Brazil,The MongolZ,13,Mongolia,Inferno,inf,PGL Astana 2025,The MongolZ,https://www.hltv.org/stats/matches/mapstatsid/199336/furia-vs-the-mongolz?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
10/05/25,FURIA,13,Brazil,The MongolZ,7,Mongolia,Anubis,anb,PGL Astana 2025,FURIA,https://www.hltv.org/stats/matches/mapstatsid/199330/furia-vs-the-mongolz?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
10/05/25,FURIA,4,Brazil,The MongolZ,13,Mongolia,Mirage,mrg,PGL Astana 2025,The MongolZ,https://www.hltv.org/stats/matches/mapstatsid/199327/furia-vs-the-mongolz?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
04/05/25,Falcons,8,Europe,Vitality,13,Europe,Nuke,nuke,BLAST Rivals 2025 Season 1,Vitality,https://www.hltv.org/stats/matches/mapstatsid/198902/falcons-vs-vitality?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
04/05/25,Vitality,14,Europe,Falcons,16,Europe,Mirage,mrg,BLAST Rivals 2025 Season 1,Falcons,https://www.hltv.org/stats/matches/mapstatsid/198897/vitality-vs-falcons?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
04/05/25,Falcons,6,Europe,Vitality,13,Europe,Train,trn,BLAST Rivals 2025 Season 1,Vitality,https://www.hltv.org/stats/matches/mapstatsid/198887/falcons-vs-vitality?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
04/05/25,Vitality,13,Europe,Falcons,6,Europe,Dust2,d2,BLAST Rivals 2025 Season 1,Vitality,https://www.hltv.org/stats/matches/mapstatsid/198878/vitality-vs-falcons?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
04/05/25,Falcons,13,Europe,Vitality,9,Europe,Inferno,inf,BLAST Rivals 2025 Season 1,Falcons,https://www.hltv.org/stats/matches/mapstatsid/198873/falcons-vs-vitality?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
03/05/25,Spirit,9,Russia,Vitality,13,Europe,Nuke,nuke,BLAST Rivals 2025 Season 1,Vitality,https://www.hltv.org/stats/matches/mapstatsid/198816/spirit-vs-vitality?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
03/05/25,Vitality,13,Europe,Spirit,8,Russia,Mirage,mrg,BLAST Rivals 2025 Season 1,Vitality,https://www.hltv.org/stats/matches/mapstatsid/198810/vitality-vs-spirit?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
03/05/25,MOUZ,6,Europe,Falcons,13,Europe,Dust2,d2,BLAST Rivals 2025 Season 1,Falcons,https://www.hltv.org/stats/matches/mapstatsid/198800/mouz-vs-falcons?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
03/05/25,Falcons,16,Europe,MOUZ,14,Europe,Nuke,nuke,BLAST Rivals 2025 Season 1,Falcons,https://www.hltv.org/stats/matches/mapstatsid/198790/falcons-vs-mouz?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
02/05/25,Wildcard,2,Other,Spirit,13,Russia,Dust2,d2,BLAST Rivals 2025 Season 1,Spirit,https://www.hltv.org/stats/matches/mapstatsid/198727/wildcard-vs-spirit?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
02/05/25,Spirit,13,Russia,Wildcard,7,Other,Anubis,anb,BLAST Rivals 2025 Season 1,Spirit,https://www.hltv.org/stats/matches/mapstatsid/198724/spirit-vs-wildcard?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
02/05/25,FaZe,2,Europe,MOUZ,13,Europe,Mirage,mrg,BLAST Rivals 2025 Season 1,MOUZ,https://www.hltv.org/stats/matches/mapstatsid/198717/faze-vs-mouz?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
02/05/25,MOUZ,13,Europe,FaZe,11,Europe,Dust2,d2,BLAST Rivals 2025 Season 1,MOUZ,https://www.hltv.org/stats/matches/mapstatsid/198713/mouz-vs-faze?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
01/05/25,Falcons,16,Europe,Spirit,12,Russia,Dust2,d2,BLAST Rivals 2025 Season 1,Falcons,https://www.hltv.org/stats/matches/mapstatsid/198689/falcons-vs-spirit?startDate=2025-01-01&endDate=2025-12-31&matchType=BigEvents
